Crop,Etm,Water Requirements,days of water usage,Fertilizer N,Fertilizer K,Fertilizer P,Root Depth,Residue,Disease,Pest,plant spacing,soil salinity,area,Soil_type,Crop (t-2),Crop (t-1),Crop (t),Next Crop
Flax,4.5,450,105,60,50,40,70,2400,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Moderate,Wide,Loamy,Sugarbeet,Wheat,Legumes ,Legumes 
Flax,4.5,450,105,60,50,40,70,2400,Oidium,BAVISTIN FL,30,Moderate,Wide,Loamy, Mustard,Maize,Carrot ,Carrot 
Flax,4.5,450,105,60,50,40,70,2400,Traitement d'hiver,FUNGURAN OH,30,Moderate,Wide,Loamy, Mustard,Maize,Carrot ,Carrot 
Flax,4.5,450,105,60,50,40,70,2400,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Moderate,Wide,Loamy, Mustard,Maize,Carrot ,Carrot 
Flax,4.5,450,105,60,50,40,70,2400,Oidium,BAVISTIN FL,30,Moderate,Wide,Loamy, Sunflower,Pea,Onion ,Onion 
Flax,4.5,450,105,60,50,40,70,2400,Traitement d'hiver,FUNGURAN OH,30,Moderate,Wide,Loamy, Sunflower,Pea,Onion ,Onion 
Flax,4.5,450,105,60,50,40,70,2400,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Moderate,Wide,Loamy, Sunflower,Pea,Onion ,Onion 
Flax,4.5,450,105,60,50,40,70,2400,Oidium,BAVISTIN FL,30,Moderate,Wide,Loamy, Maize,Beans,Cabbage ,Cabbage 
Flax,4.5,450,105,60,50,40,70,2400,Traitement d'hiver,FUNGURAN OH,30,Moderate,Wide,Loamy, Maize,Beans,Cabbage ,Cabbage 
Flax,4.5,450,105,60,50,40,70,2400,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Moderate,Wide,Loamy, Maize,Beans,Cabbage ,Cabbage 
Flax,4.5,450,105,60,50,40,70,2400,Oidium,BAVISTIN FL,30,Moderate,Wide,Loamy, Cereal,Legumes,Onion,Onion
Flax,4.5,450,105,60,50,40,70,2400,Traitement d'hiver,FUNGURAN OH,30,Moderate,Wide,Loamy, Cereal,Legumes,Onion,Onion
Flax,4.5,450,105,60,50,40,70,2400,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Moderate,Wide,Loamy, Cereal,Legumes,Onion,Onion
Fennel,3.5,320,100,45,35,30,60,2200,,,45,Low,Medium,Sandy Loam,Sunflower,Mustard,Beans ,Beans 
Fennel,3.5,320,100,45,35,30,60,2200,,,45,Low,Medium,Sandy Loam, Sugarbeet,Tomato,Peas ,Peas 
Fennel,3.5,320,100,45,35,30,60,2200,,,45,Low,Medium,Sandy Loam, Maize,Pea,Carrot ,Carrot 
Fennel,3.5,320,100,45,35,30,60,2200,,,45,Low,Medium,Sandy Loam, Wheat,Mustard,Cabbage ,Cabbage 
Fennel,3.5,320,100,45,35,30,60,2200,,,45,Low,Medium,Sandy Loam, Tomato,Onion,Legumes,Legumes
Coriander,3.2,300,95,30,40,25,55,2100,,,35,Low,Small,Loamy,Sugarbeet,Mustard,Wheat ,Wheat 
Coriander,3.2,300,95,30,40,25,55,2100,,,35,Low,Small,Loamy,Cabbage,Carrot,Beans ,Beans 
Coriander,3.2,300,95,30,40,25,55,2100,,,35,Low,Small,Loamy, Maize,Pepper,Onion ,Onion 
Coriander,3.2,300,95,30,40,25,55,2100,,,35,Low,Small,Loamy, Cereal,Legumes,Sunflower ,Sunflower 
Coriander,3.2,300,95,30,40,25,55,2100,,,35,Low,Small,Loamy, Pea,Onion,Maize,Maize
Oat,4.2,380,100,70,55,45,90,2700,Oidium,CORBEL,20,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Oat,4.2,380,100,70,55,45,90,2700,Septoriose,OSAM,20,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Oat,4.2,380,100,70,55,45,90,2700,Septoriose,OPUS,20,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Oat,4.2,380,100,70,55,45,90,2700,Septoriose,REX DUO,20,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Oat,4.2,380,100,70,55,45,90,2700,Fusariose,SWING GOLD,20,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Oat,4.2,380,100,70,55,45,90,2700,Oidium,CORBEL,20,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Oat,4.2,380,100,70,55,45,90,2700,Septoriose,OSAM,20,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Oat,4.2,380,100,70,55,45,90,2700,Septoriose,OPUS,20,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Oat,4.2,380,100,70,55,45,90,2700,Septoriose,REX DUO,20,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Oat,4.2,380,100,70,55,45,90,2700,Fusariose,SWING GOLD,20,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Oat,4.2,380,100,70,55,45,90,2700,Oidium,CORBEL,20,Moderate,Wide,Loamy, Onion,Carrot,Maize,Maize
Oat,4.2,380,100,70,55,45,90,2700,Septoriose,OSAM,20,Moderate,Wide,Loamy, Onion,Carrot,Maize,Maize
Oat,4.2,380,100,70,55,45,90,2700,Septoriose,OPUS,20,Moderate,Wide,Loamy, Onion,Carrot,Maize,Maize
Oat,4.2,380,100,70,55,45,90,2700,Septoriose,REX DUO,20,Moderate,Wide,Loamy, Onion,Carrot,Maize,Maize
Oat,4.2,380,100,70,55,45,90,2700,Fusariose,SWING GOLD,20,Moderate,Wide,Loamy, Onion,Carrot,Maize,Maize
Sorghum,5.5,600,130,90,60,50,110,3100,Oidium,CORBEL,30,High,Wide,Clay Loam,Cereal,Legumes,Sunflower ,Sunflower 
Sorghum,5.5,600,130,90,60,50,110,3100,Septoriose,OSAM,30,High,Wide,Clay Loam,Cereal,Legumes,Sunflower ,Sunflower 
Sorghum,5.5,600,130,90,60,50,110,3100,Septoriose,OPUS,30,High,Wide,Clay Loam,Cereal,Legumes,Sunflower ,Sunflower 
Sorghum,5.5,600,130,90,60,50,110,3100,Septoriose,REX DUO,30,High,Wide,Clay Loam,Cereal,Legumes,Sunflower ,Sunflower 
Sorghum,5.5,600,130,90,60,50,110,3100,Fusariose,SWING GOLD,30,High,Wide,Clay Loam,Cereal,Legumes,Sunflower ,Sunflower 
Sorghum,5.5,600,130,90,60,50,110,3100,Dicotylédones (post-levée),BASAGRAN,30,High,Wide,Clay Loam,Cereal,Legumes,Sunflower ,Sunflower 
Sorghum,5.5,600,130,90,60,50,110,3100,Oidium,CORBEL,30,High,Wide,Clay Loam, Tomato,Wheat,Legumes ,Legumes 
Sorghum,5.5,600,130,90,60,50,110,3100,Septoriose,OSAM,30,High,Wide,Clay Loam, Tomato,Wheat,Legumes ,Legumes 
Sorghum,5.5,600,130,90,60,50,110,3100,Septoriose,OPUS,30,High,Wide,Clay Loam, Tomato,Wheat,Legumes ,Legumes 
Sorghum,5.5,600,130,90,60,50,110,3100,Septoriose,REX DUO,30,High,Wide,Clay Loam, Tomato,Wheat,Legumes ,Legumes 
Sorghum,5.5,600,130,90,60,50,110,3100,Fusariose,SWING GOLD,30,High,Wide,Clay Loam, Tomato,Wheat,Legumes ,Legumes 
Sorghum,5.5,600,130,90,60,50,110,3100,Dicotylédones (post-levée),BASAGRAN,30,High,Wide,Clay Loam, Tomato,Wheat,Legumes ,Legumes 
Sorghum,5.5,600,130,90,60,50,110,3100,Oidium,CORBEL,30,High,Wide,Clay Loam, Mustard,Pea,Maize,Maize
Sorghum,5.5,600,130,90,60,50,110,3100,Septoriose,OSAM,30,High,Wide,Clay Loam, Mustard,Pea,Maize,Maize
Sorghum,5.5,600,130,90,60,50,110,3100,Septoriose,OPUS,30,High,Wide,Clay Loam, Mustard,Pea,Maize,Maize
Sorghum,5.5,600,130,90,60,50,110,3100,Septoriose,REX DUO,30,High,Wide,Clay Loam, Mustard,Pea,Maize,Maize
Sorghum,5.5,600,130,90,60,50,110,3100,Fusariose,SWING GOLD,30,High,Wide,Clay Loam, Mustard,Pea,Maize,Maize
Sorghum,5.5,600,130,90,60,50,110,3100,Dicotylédones (post-levée),BASAGRAN,30,High,Wide,Clay Loam, Mustard,Pea,Maize,Maize
Caraway,3.8,290,95,35,40,30,50,2000,,,40,Low,Small,Sandy Loam,Mustard,Sunflower,Wheat ,Wheat 
Caraway,3.8,290,95,35,40,30,50,2000,,,40,Low,Small,Sandy Loam, Sugarbeet,Tomato,Peas ,Peas 
Caraway,3.8,290,95,35,40,30,50,2000,,,40,Low,Small,Sandy Loam,Cabbage,Carrot,Beans,Beans
Spinach,3.2,250,85,30,35,25,45,1800,,,30,Low,Medium,Loamy,Cereal,Legumes,Sunflower ,Sunflower 
Spinach,3.2,250,85,30,35,25,45,1800,,,30,Low,Medium,Loamy, Pea,Onion,Maize ,Maize 
Spinach,3.2,250,85,30,35,25,45,1800,,,30,Low,Medium,Loamy, Maize,Pepper,Onion,Onion
Artichoke,4.8,450,120,80,60,50,100,2900,,,50,Moderate,Wide,Loamy,Maize,Legumes,Wheat ,Wheat 
Artichoke,4.8,450,120,80,60,50,100,2900,,,50,Moderate,Wide,Loamy, Sunflower,Mustard,Beans ,Beans 
Artichoke,4.8,450,120,80,60,50,100,2900,,,50,Moderate,Wide,Loamy, Sugarbeet,Pea,Carrot,Carrot
Lettuce,3,280,80,25,30,20,40,1500,,,25,Low,Small,Loamy,Cabbage,Carrot,Beans ,Beans 
Lettuce,3,280,80,25,30,20,40,1500,,,25,Low,Small,Loamy, Peas,Tomato,Lettuce ,Lettuce 
Lettuce,3,280,80,25,30,20,40,1500,,,25,Low,Small,Loamy, Onion,Spinach,Maize,Maize
Radish,2.8,220,60,20,25,15,35,1400,,,20,Low,Small,Sandy Loam,Mustard,Lettuce,Maize ,Maize 
Radish,2.8,220,60,20,25,15,35,1400,,,20,Low,Small,Sandy Loam, Carrot,Onion,Beans ,Beans 
Radish,2.8,220,60,20,25,15,35,1400,,,20,Low,Small,Sandy Loam, Sugarbeet,Peas,Spinach,Spinach
Celery,3.5,300,85,40,35,30,50,1800,,,30,Low,Medium,Clay Loam,Carrot,Onion,Beans ,Beans 
Celery,3.5,300,85,40,35,30,50,1800,,,30,Low,Medium,Clay Loam, Peas,Sunflower,Maize ,Maize 
Celery,3.5,300,85,40,35,30,50,1800,,,30,Low,Medium,Clay Loam, Sugarbeet,Cabbage,Lettuce,Lettuce
Chard,3.2,250,75,30,30,20,45,1700,,,35,Low,Medium,Loamy,Maize,Carrot,Sunflower ,Sunflower 
Chard,3.2,250,75,30,30,20,45,1700,,,35,Low,Medium,Loamy, Onion,Spinach,Peas ,Peas 
Chard,3.2,250,75,30,30,20,45,1700,,,35,Low,Medium,Loamy,Cabbage,Mustard,Beans,Beans
Endive,3,270,85,35,30,25,50,1600,,,30,Low,Medium,Sandy Loam,Spinach,Carrot,Beans ,Beans 
Endive,3,270,85,35,30,25,50,1600,,,30,Low,Medium,Sandy Loam, Peas,Tomato,Sunflower ,Sunflower 
Endive,3,270,85,35,30,25,50,1600,,,30,Low,Medium,Sandy Loam, Onion,Maize,Lettuce,Lettuce
Turnip,3.3,290,80,30,35,25,55,1800,,,30,Low,Medium,Clay Loam,Cereal,Mustard,Beans ,Beans 
Turnip,3.3,290,80,30,35,25,55,1800,,,30,Low,Medium,Clay Loam, Peas,Sunflower,Maize ,Maize 
Turnip,3.3,290,80,30,35,25,55,1800,,,30,Low,Medium,Clay Loam,Cabbage,Onion,Carrot,Carrot
Leek,3.8,310,95,40,35,30,65,1900,,,40,Moderate,Medium,Loamy,Sunflower,Onion,Lettuce ,Lettuce 
Leek,3.8,310,95,40,35,30,65,1900,,,40,Moderate,Medium,Loamy, Carrot,Maize,Beans ,Beans 
Leek,3.8,310,95,40,35,30,65,1900,,,40,Moderate,Medium,Loamy, Sugarbeet,Peas,Spinach,Spinach
Okra,4.5,500,110,50,40,35,90,2500,,,50,Moderate,Wide,Clay Loam,Tomato,Sunflower,Mustard ,Mustard 
Okra,4.5,500,110,50,40,35,90,2500,,,50,Moderate,Wide,Clay Loam, Maize,Onion,Peas ,Peas 
Okra,4.5,500,110,50,40,35,90,2500,,,50,Moderate,Wide,Clay Loam, Sugarbeet,Lettuce,Beans,Beans
Barley,4,350,100,60,50,40,80,2500,Oidium,BAVISTIN FL,25,Moderate,Wide,Clay Loam,Legumes,Wheat,Sunflower ,Sunflower 
Barley,4,350,100,60,50,40,80,2500,Oidium,CORBEL,25,Moderate,Wide,Clay Loam,Legumes,Wheat,Sunflower ,Sunflower 
Barley,4,350,100,60,50,40,80,2500,Traitement d'hiver,FUNGURAN OH,25,Moderate,Wide,Clay Loam,Legumes,Wheat,Sunflower ,Sunflower 
Barley,4,350,100,60,50,40,80,2500,Septoriose,OSAM,25,Moderate,Wide,Clay Loam,Legumes,Wheat,Sunflower ,Sunflower 
Barley,4,350,100,60,50,40,80,2500,Septoriose,OPUS,25,Moderate,Wide,Clay Loam,Legumes,Wheat,Sunflower ,Sunflower 
Barley,4,350,100,60,50,40,80,2500,Septoriose,REX DUO,25,Moderate,Wide,Clay Loam,Legumes,Wheat,Sunflower ,Sunflower 
Barley,4,350,100,60,50,40,80,2500,Fusariose,SWING GOLD,25,Moderate,Wide,Clay Loam,Legumes,Wheat,Sunflower ,Sunflower 
Barley,4,350,100,60,50,40,80,2500,Mauvaises herbes annuelles et vivaces,ROUNDUP,25,Moderate,Wide,Clay Loam,Legumes,Wheat,Sunflower ,Sunflower 
Barley,4,350,100,60,50,40,80,2500,Oidium,BAVISTIN FL,25,Moderate,Wide,Clay Loam, Maize,Onion,Barley ,Barley 
Barley,4,350,100,60,50,40,80,2500,Oidium,CORBEL,25,Moderate,Wide,Clay Loam, Maize,Onion,Barley ,Barley 
Barley,4,350,100,60,50,40,80,2500,Traitement d'hiver,FUNGURAN OH,25,Moderate,Wide,Clay Loam, Maize,Onion,Barley ,Barley 
Barley,4,350,100,60,50,40,80,2500,Septoriose,OSAM,25,Moderate,Wide,Clay Loam, Maize,Onion,Barley ,Barley 
Barley,4,350,100,60,50,40,80,2500,Septoriose,OPUS,25,Moderate,Wide,Clay Loam, Maize,Onion,Barley ,Barley 
Barley,4,350,100,60,50,40,80,2500,Septoriose,REX DUO,25,Moderate,Wide,Clay Loam, Maize,Onion,Barley ,Barley 
Barley,4,350,100,60,50,40,80,2500,Fusariose,SWING GOLD,25,Moderate,Wide,Clay Loam, Maize,Onion,Barley ,Barley 
Barley,4,350,100,60,50,40,80,2500,Mauvaises herbes annuelles et vivaces,ROUNDUP,25,Moderate,Wide,Clay Loam, Maize,Onion,Barley ,Barley 
Barley,4,350,100,60,50,40,80,2500,Oidium,BAVISTIN FL,25,Moderate,Wide,Clay Loam, Peas,Carrot,Cabbage,Cabbage
Barley,4,350,100,60,50,40,80,2500,Oidium,CORBEL,25,Moderate,Wide,Clay Loam, Peas,Carrot,Cabbage,Cabbage
Barley,4,350,100,60,50,40,80,2500,Traitement d'hiver,FUNGURAN OH,25,Moderate,Wide,Clay Loam, Peas,Carrot,Cabbage,Cabbage
Barley,4,350,100,60,50,40,80,2500,Septoriose,OSAM,25,Moderate,Wide,Clay Loam, Peas,Carrot,Cabbage,Cabbage
Barley,4,350,100,60,50,40,80,2500,Septoriose,OPUS,25,Moderate,Wide,Clay Loam, Peas,Carrot,Cabbage,Cabbage
Barley,4,350,100,60,50,40,80,2500,Septoriose,REX DUO,25,Moderate,Wide,Clay Loam, Peas,Carrot,Cabbage,Cabbage
Barley,4,350,100,60,50,40,80,2500,Fusariose,SWING GOLD,25,Moderate,Wide,Clay Loam, Peas,Carrot,Cabbage,Cabbage
Barley,4,350,100,60,50,40,80,2500,Mauvaises herbes annuelles et vivaces,ROUNDUP,25,Moderate,Wide,Clay Loam, Peas,Carrot,Cabbage,Cabbage
Durum Wheat,4.2,380,110,70,55,45,85,2700,Oidium,BAVISTIN FL,30,Moderate,Wide,Loamy,Peas,Maize,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Oidium,CORBEL,30,Moderate,Wide,Loamy,Peas,Maize,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Traitement d'hiver,FUNGURAN OH,30,Moderate,Wide,Loamy,Peas,Maize,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Septoriose,OSAM,30,Moderate,Wide,Loamy,Peas,Maize,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Septoriose,OPUS,30,Moderate,Wide,Loamy,Peas,Maize,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Septoriose,REX DUO,30,Moderate,Wide,Loamy,Peas,Maize,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Fusariose,SWING GOLD,30,Moderate,Wide,Loamy,Peas,Maize,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Moderate,Wide,Loamy,Peas,Maize,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Oidium,BAVISTIN FL,30,Moderate,Wide,Loamy,Cabbage,Carrot,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Oidium,CORBEL,30,Moderate,Wide,Loamy,Cabbage,Carrot,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Traitement d'hiver,FUNGURAN OH,30,Moderate,Wide,Loamy,Cabbage,Carrot,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Septoriose,OSAM,30,Moderate,Wide,Loamy,Cabbage,Carrot,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Septoriose,OPUS,30,Moderate,Wide,Loamy,Cabbage,Carrot,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Septoriose,REX DUO,30,Moderate,Wide,Loamy,Cabbage,Carrot,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Fusariose,SWING GOLD,30,Moderate,Wide,Loamy,Cabbage,Carrot,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Moderate,Wide,Loamy,Cabbage,Carrot,Wheat ,Wheat 
Durum Wheat,4.2,380,110,70,55,45,85,2700,Oidium,BAVISTIN FL,30,Moderate,Wide,Loamy, Mustard,Sunflower,Legumes,Legumes
Durum Wheat,4.2,380,110,70,55,45,85,2700,Oidium,CORBEL,30,Moderate,Wide,Loamy, Mustard,Sunflower,Legumes,Legumes
Durum Wheat,4.2,380,110,70,55,45,85,2700,Traitement d'hiver,FUNGURAN OH,30,Moderate,Wide,Loamy, Mustard,Sunflower,Legumes,Legumes
Durum Wheat,4.2,380,110,70,55,45,85,2700,Septoriose,OSAM,30,Moderate,Wide,Loamy, Mustard,Sunflower,Legumes,Legumes
Durum Wheat,4.2,380,110,70,55,45,85,2700,Septoriose,OPUS,30,Moderate,Wide,Loamy, Mustard,Sunflower,Legumes,Legumes
Durum Wheat,4.2,380,110,70,55,45,85,2700,Septoriose,REX DUO,30,Moderate,Wide,Loamy, Mustard,Sunflower,Legumes,Legumes
Durum Wheat,4.2,380,110,70,55,45,85,2700,Fusariose,SWING GOLD,30,Moderate,Wide,Loamy, Mustard,Sunflower,Legumes,Legumes
Durum Wheat,4.2,380,110,70,55,45,85,2700,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Moderate,Wide,Loamy, Mustard,Sunflower,Legumes,Legumes
Chickpeas,3.5,250,90,30,30,25,70,2200,,,35,Low,Medium,Sandy Loam,Cereal,Mustard,Sunflower ,Sunflower 
Chickpeas,3.5,250,90,30,30,25,70,2200,,,35,Low,Medium,Sandy Loam, Peas,Onion,Maize ,Maize 
Chickpeas,3.5,250,90,30,30,25,70,2200,,,35,Low,Medium,Sandy Loam,Cabbage,Beans,Carrot,Carrot
Lentils,3.2,230,85,25,30,20,60,2000,,,30,Low,Small,Loamy,Wheat,Sunflower,Maize ,Maize 
Lentils,3.2,230,85,25,30,20,60,2000,,,30,Low,Small,Loamy, Peas,Cabbage,Carrot ,Carrot 
Lentils,3.2,230,85,25,30,20,60,2000,,,30,Low,Small,Loamy, Legumes,Mustard,Beans,Beans
Alfalfa,4.5,600,140,80,70,55,180,3500,,,300,High,Wide,Loamy,Maize,Peas,Alfalfa ,Alfalfa 
Alfalfa,4.5,600,140,80,70,55,180,3500,,,300,High,Wide,Loamy, Wheat,Onion,Mustard ,Mustard 
Alfalfa,4.5,600,140,80,70,55,180,3500,,,300,High,Wide,Loamy, Carrot,Sunflower,Beans,Beans
Alfalfa,4.5,600,140,80,70,55,180,3500,,,300,High,Wide,Loamy,Maize,Peas, Onion,Alfalfa 
